PokerStars Tournament #2243832673, No Limit Hold'em
  2267: ScroogeM.duk (Romania), still playing
  2268: Se7enTr3y (United Kingdom), still playing
  2269: SeBrun (Brazil), still playing
  2270: Sektor17 (Finland), still playing
  2271: Selassar (Germany), still playing
  2272: Seller Death (Russia), still playing
  2273: Semos64 (Czech Republic), still playing
  2274: Senterpied (United Kingdom), still playing
  2275: SerBorisizc (Russia), still playing
  2276: Sergei Shell (Russia), still playing
  2277: SergeyGolova (Russia), still playing
  2278: SergeySil83 (Belarus), still playing
  2279: Serkalem (Canada), still playing
  2280: Serpentin628 (Czech Republic), still playing
  2281: Setarkos361 (Germany), still playing
  2282: Sexy Bieber (Canada), still playing
  2283: ShamanduraPS (Bulgaria), still playing
  2284: ShanKKs (Brazil), still playing
  2285: Shansovne415 (Russia), still playing
  2286: SharkFreitas (Brazil), still playing
  2287: Sharky200619 (Sweden), still playing
  2288: SharpsAttack (Canada), still playing
  2289: Shiko19 (Netherlands), still playing
  2290: ShiljaBP (Ireland), still playing
  2291: ShinINgStARG (Argentina), still playing
  2292: ShipTheFliip (Hungary), still playing
  2293: Shiryu100 (Poland), still playing
  2294: Shmikis_neas (Lithuania), still playing
  2295: Shoes&choc (United Kingdom), still playing
  2296: Shongalolo (Malta), still playing
  2297: Shoreboy3 (Canada), still playing
  2298: Shuangkou (China), still playing
  2299: Shunzao (Brazil), still playing
  2300: Shysty27 (Canada), still playing
  2301: Sickmind777 (Netherlands), still playing
  2302: Sido_Obc (Morocco), still playing
  2303: Siikawau (Sweden), still playing
  2304: Siirike (Estonia), still playing
  2305: SiladuS (Russia), still playing
  2306: Silaic 666 (Germany), still playing
  2307: SilveradoSP (Brazil), still playing
  2308: Sinco2 (Switzerland), still playing
  2309: Singis (Iceland), still playing
  2310: SirBogart818 (Germany), still playing
  2311: SirTommy83 (Germany), still playing
  2312: SittingHund (Switzerland), still playing
  2313: Skeeeyg (Norway), still playing
  2314: Skeiedk (Denmark), still playing
  2315: SkemGeeMan (United Kingdom), still playing
  2316: Skojjigt (Sweden), still playing
  2317: Skubidu888 (Russia), still playing
  2318: Skymaniac (Austria), still playing
  2319: Slavitza (Romania), still playing
  2320: SlickyTrick (United Kingdom), still playing
  2321: SmallKindB (Czech Republic), still playing
  2322: SmartestArse (United Kingdom), still playing
  2323: Smith_106 (United Kingdom), still playing
  2324: SmokiGood (Germany), still playing
  2325: Sn@keK!d (United Kingdom), still playing
  2326: Snakes1989 (Czech Republic), still playing
  2327: Sne1231 (Sweden), still playing
  2328: SneakySue86 (Sweden), still playing
  2329: Snetel10 (Belgium), still playing
  2330: SnoWhite420 (Germany), still playing
  2331: SnoopyBR (Brazil), still playing
  2332: Sntri (Finland), still playing
  2333: SoLo5k (Hungary), still playing
  2334: SobeeDF (United Kingdom), still playing
  2335: Solarius92 (Brazil), still playing
  2336: Solarr (Netherlands), still playing
  2337: Solidthought (Finland), still playing
  2338: SoniCFiH (Germany), still playing
  2339: Sonnyke22 (Romania), still playing
  2340: SoulBlack555 (Brazil), still playing
  2341: Southy (Canada), still playing
  2342: Sox[tyol] (Ukraine), still playing
  2343: SpeedPoker26 (Belgium), still playing
  2344: Speedyy1986 (Romania), still playing
  2345: SpieckerR (Brazil), still playing
  2346: Spinaczq (Poland), still playing
  2347: Spirey (United Kingdom), still playing
  2348: Spirit LM3 (Russia), still playing
  2349: SpiveyBob18 (Canada), still playing
  2350: Spoli4tor (Germany), still playing
  2351: Spowi07 (Austria), still playing
  2352: Spraggy (United Kingdom), still playing
  2353: Squall_001 (Belgium), still playing
  2354: Squeezee7 (Lithuania), still playing
  2355: Sr. Gorila (Brazil), still playing
  2356: Sr.FireoNe (Brazil), still playing
  2357: Sr.Rouquinho (Mexico), still playing
  2358: St1ckyyCh1pz (United Kingdom), still playing
  2359: Starman7777 (Russia), still playing
  2360: StarrVolcano (Finland), still playing
  2361: StayingAlaaf (Germany), still playing
  2362: SteemPot (Canada), still playing
  2363: Steffi1809 (Germany), still playing
  2364: SteffyLeff (United Kingdom), still playing
  2365: Stella948 (Canada), still playing
  2366: Stere0Love (Brazil), still playing
  2367: Steve W888 (Netherlands), still playing
  2368: Stevestevee (United Kingdom), still playing
  2369: Stiffler8818 (Germany), still playing
  2370: Stikanovic (Sweden), still playing
  2371: StorasSushis (Lithuania), still playing
  2372: Stormania (Romania), still playing
  2373: Strekoza85 (Russia), still playing
  2374: Striker'1992 (Brazil), still playing
  2375: Stro0onG (United Kingdom), still playing
  2376: StromIsCome (Poland), still playing
  2377: Stryix (Canada), still playing
  2378: Ståle93 (Denmark), still playing
  2379: Suchypes (Slovakia), still playing
  2380: SugarDaddy16 (China), still playing
  2381: Suisse235 (Switzerland), still playing
  2382: Suller6 (Denmark), still playing
  2383: Sultolfur (Iceland), still playing
  2384: SunTey (Russia), still playing
  2385: Supa_Clo (Canada), still playing
  2386: SuperPrema (Czech Republic), still playing
  2387: Super_Shmel (Russia), still playing
  2388: Supernut8 (Denmark), still playing
  2389: Surepman (Germany), still playing
  2390: Surprisemuch (Czech Republic), still playing
  2391: Svergun_irk (Russia), still playing
  2392: Sw33z (Belgium), still playing
  2393: Swaggadon (United Kingdom), still playing
  2394: Swann97 (United Kingdom), still playing
  2395: SwatFBA (Romania), still playing
  2396: SwiFter90 (Estonia), still playing
  2397: SwissBrokers (Switzerland), still playing
  2398: Swissness52 (Switzerland), still playing
  2399: Syadej (Russia), still playing
  2400: SylAx83 (Belgium), still playing
  2401: T-Biz-93 (United Kingdom), still playing
  2402: T-Recz (Austria), still playing
  2403: T. Otto (Norway), still playing
  2404: T0X16- (Germany), still playing
  2405: TA5O (Germany), still playing
  2406: TEENageTuRtL (Argentina), still playing
  2407: TESN1 (Germany), still playing
  2408: TEnright93 (Canada), still playing
  2409: TFHM (Bulgaria), still playing
  2410: TGM#21406 (United Kingdom), still playing
  2411: THAY4R (Belgium), still playing
  2412: THE HELL OUT (Canada), still playing
  2413: THE ONLY SON (Brazil), still playing
  2414: THEDUKE777 (Canada), still playing
  2415: THIS IS 2AM (Germany), still playing
  2416: TILTADO_BR (Brazil), still playing
  2417: TIRASUIBRAG (Switzerland), still playing
  2418: TJO2008 (Netherlands), still playing
  2419: TNT_NEVADAy (Czech Republic), still playing
  2420: TOLOMARDI (Peru), still playing
  2421: TOP 777T (Ukraine), still playing
  2422: TOPTeg (Ukraine), still playing
  2423: TR10Joker (Czech Republic), still playing
  2424: TRICKYM89 (United Kingdom), still playing
  2425: TRIPLOREXXX (Brazil), still playing
  2426: TRiSTAN80 (Netherlands), still playing
  2427: TSound89 (Canada), still playing
  2428: TTS63 (Germany), still playing
  2429: TUL$REKOP (Canada), still playing
  2430: TaBuLa_Ra5a (Netherlands), still playing
  2431: TailonTop (Brazil), still playing
  2432: Taima (Switzerland), still playing
  2433: TaitaInti68 (Peru), still playing
  2434: TakazuRyuuji (Peru), still playing
  2435: Talibaf (Greece), still playing
  2436: Tamás73 (Hungary), still playing
  2437: Tararashik (Russia), still playing
  2438: TardyPime (Germany), still playing
  2439: Tarnacop2017 (Romania), still playing
  2440: Tatoobaby (Argentina), still playing
  2441: TavimWin (Brazil), still playing
  2442: TchieLo (Brazil), still playing
  2443: TeTeuEx (Brazil), still playing
  2444: TeamLadykill (Norway), still playing
  2445: Teddy ABC (United Kingdom), still playing
  2446: Teh Secret # (Germany), still playing
  2447: Tekman69 (Germany), still playing
  2448: Teojuca (Brazil), still playing
  2449: Teridog (Russia), still playing
  2450: Terrorhakke (Germany), still playing
  2451: Teuton1 (Germany), still playing
  2452: Texi (Finland), still playing
  2453: Tezed123 (Switzerland), still playing
  2454: Tga500 (Germany), still playing
  2455: ThEcLaiMEer (United Kingdom), still playing
  2456: Tha Fluff (Austria), still playing
  2457: ThaKingNow (United Kingdom), still playing
  2458: ThauaMOX (Brazil), still playing
  2459: The Ace Dude (Denmark), still playing
  2460: The Jaws (United Kingdom), still playing
  2461: The KatanaGr (Greece), still playing
  2462: The Mongrel (United Kingdom), still playing
  2463: The TJS (United Kingdom), still playing
  2464: The king! CE (Brazil), still playing
  2465: TheClever20 (Brazil), still playing
  2466: TheDomotron (United Kingdom), still playing
  2467: TheDzuu (Estonia), still playing
  2468: TheEggMen (Canada), still playing
  2469: TheFuzoh (United Kingdom), still playing
  2470: TheGreatShu (Poland), still playing
  2471: TheGrinderØ (Brazil), still playing
  2472: TheKidDaze (Canada), still playing
  2473: TheLichKing1907 (Germany), still playing
  2474: TheManiac266 (Germany), still playing
  2475: TheMuIIetman (Sweden), still playing
  2476: TheRealSYC (Ireland), still playing
  2477: TheRipper232 (Germany), still playing
  2478: TheRuggedBoy (Hungary), still playing
  2479: TheSheep12 (Germany), still playing
  2480: TheSolutio (Canada), still playing
  2481: TheVillan1 (United Kingdom), still playing
  2482: TheVoxPopuli (Denmark), still playing
  2483: The_Cold_Guy (Brazil), still playing
  2484: The_Stat (Ireland), still playing
  2485: Thi@go Quen (Brazil), still playing
  2486: Thi_cortes (Brazil), still playing
  2487: Thiago Sidão (Brazil), still playing
  2488: Thiago Wks. (Brazil), still playing
  2489: ThiagoMTs (Brazil), still playing
  2490: Tho Flush (Czech Republic), still playing
  2491: ThoNapalm (Croatia), still playing
  2492: Thoemken (Germany), still playing
  2493: ThomasTeam (Canada), still playing
  2494: ThugWaffle (Brazil), still playing
  2495: Thuggers (United Kingdom), still playing
  2496: Thulay (Germany), still playing
  2497: Tiagsluiz (Brazil), still playing
  2498: Tibikuss (Romania), still playing
  2499: Tidado (Brazil), still playing
  2500: TienTn (Canada), still playing
  2501: Tighterinho (Latvia), still playing
  2502: TijsSl (Belgium), still playing
  2503: Tim33Luk (Hong Kong), still playing
  2504: Timo_Arvan (Greece), still playing
  2505: Tinchoolp768 (Argentina), still playing
  2506: Tio_R@f@show (Brazil), still playing
  2507: TiozinZe (Brazil), still playing
  2508: Tirexer (Russia), still playing
  2509: Tjaecdka (Norway), still playing
  2510: Tlosz70 (Hungary), still playing
  2511: ToRo1860 (Germany), still playing
  2512: Tobias181 (Germany), still playing
  2513: Tobias207 (Denmark), still playing
  2514: TokTok90 (Germany), still playing
  2515: Tokkerne (Denmark), still playing
  2516: Toluvel (Poland), still playing
  2517: Tomaik3 (Greece), still playing
  2518: Tomascibak (Czech Republic), still playing
  2519: Tomukas XIII (Latvia), still playing
  2520: TooGoodForYa (Canada), still playing
  2521: Tooler1412 (Germany), still playing
  2522: TopBallerB (Germany), still playing
  2523: TopPlayer24 (United Kingdom), still playing
  2524: Topplayer245 (Netherlands), still playing
  2525: Torkil97 (Norway), still playing
  2526: TrahanM2 (Canada), still playing
  2527: Tranekjer (Denmark), still playing
  2528: TreeBG (Norway), still playing
  2529: Trem-FCK-Ftp (Czech Republic), still playing
  2530: TreyDouche (Canada), still playing
  2531: TrickyTrees9 (United Kingdom), still playing
  2532: Triggga1992 (Germany), still playing
  2533: TripleKay (Germany), still playing
  2534: Trishy179 (Ireland), still playing
  2535: TroyJones (Canada), still playing
  2536: TryABluffPLS (Germany), still playing
  2537: Tshman (Brazil), still playing
  2538: Tsipor (Canada), still playing
  2539: TuDyTheAce (Romania), still playing
  2540: Tubbington (United Kingdom), still playing
  2541: TucciTm (Brazil), still playing
  2542: Tudlenudle (Czech Republic), still playing
  2543: Tugaske (Canada), still playing
  2544: Tuka0909 (Mongolia), still playing
  2545: Tunston (United Kingdom), still playing
  2546: Tupzzz (Estonia), still playing
  2547: Tuscaloose (Netherlands), still playing
  2548: Tuxeedos (Sweden), still playing
  2549: TwistyOllie (Ireland), still playing
  2550: TwoSevenS (Canada), still playing
  2551: Twyli21 (Belgium), still playing
  2552: Tykmaelk (Denmark), still playing
  2553: USA_20080920 (Germany), still playing
  2554: USJ.STAR (Brazil), still playing
  2555: UYScutiDB12 (Ireland), still playing
  2556: Ude_Cunha (Brazil), still playing
  2557: Ueklys30 (Brazil), still playing
  2558: UkraineKid (Ukraine), still playing
  2559: Una NG (Switzerland), still playing
  2560: UngarStuKID1 (Argentina), still playing
  2561: UruRey (Uruguay), still playing
  2562: Ustas71 (Russia), still playing
  2563: Ustin90 (Russia), still playing
  2564: Ute737 (Germany), still playing
  2565: V-Butenko (Russia), still playing
  2566: V1p13 (Russia), still playing
  2567: V1ru$69 (Germany), still playing
  2568: V3ns3r (Poland), still playing
  2569: VARFOR (Sweden), still playing
  2570: VERNIERGANJA (Brazil), still playing
  2571: VHCA (Brazil), still playing
  2572: VICTOR TXR1 (Brazil), still playing
  2573: VLgicoVM (Romania), still playing
  2574: VLs85s (Russia), still playing
  2575: VOV@870521 (Russia), still playing
  2576: VVikkie (Slovakia), still playing
  2577: VXI BEAST (Netherlands), still playing
  2578: VaFadrian (Romania), still playing
  2579: VaNiaL (Sweden), still playing
  2580: Vadimedv (Russia), still playing
  2581: Vaevictis10 (Belgium), still playing
  2582: Vahag1980 (Russia), still playing
  2583: Vai_q_bate (Brazil), still playing
  2584: Vakio¤Ässä (Finland), still playing
  2585: Valkov83 (Greece), still playing
  2586: Vamo Fael (Brazil), still playing
  2587: Vamoclan (Brazil), still playing
  2588: VanRosloff (Switzerland), still playing
  2589: Vander_zpr (Ukraine), still playing
  2590: Vapus (Denmark), still playing
  2591: Varlash (Russia), still playing
  2592: Vasell (Belarus), still playing
  2593: Vashey94 (Germany), still playing
  2594: Vassliy (Kazakhstan), still playing
  2595: Vassoline (Belgium), still playing
  2596: VdZzZ (Brazil), still playing
  2597: Vectican (Switzerland), still playing
  2598: VeganMistres (Canada), still playing
  2599: Velouxiotis (Greece), still playing
  2600: Ven1V1d1Vic1 (Germany), still playing
  2601: Venulaband (Brazil), still playing
  2602: Verine77 (Ireland), still playing
  2603: Vetalpk (Russia), still playing
  2604: VildeBoy (Sweden), still playing
  2605: VilleVallaton (Finland), still playing
  2606: VinceVegaMFR (Brazil), still playing
  2607: VingadoresX (Brazil), still playing
  2608: ViniFreitasR (Brazil), still playing
  2609: Vinidaniel92 (Brazil), still playing
  2610: Vinnijs12 (Latvia), still playing
  2611: Vision_ART91 (Russia), still playing
  2612: Vitalik_if (Ukraine), still playing
  2613: Vitasuk16 (Ukraine), still playing
  2614: VitinGrassi (Brazil), still playing
  2615: Vitor Cabelo (Brazil), still playing
  2616: Vitorbrasil (Brazil), still playing
  2617: Viviane526 (Switzerland), still playing
  2618: Vivsin (India), still playing
  2619: Vladzikass (Lithuania), still playing
  2620: Vmaxler (Germany), still playing
  2621: Vocaaas (Czech Republic), still playing
  2622: VolanPoker (Ukraine), still playing
  2623: Volya_Russia (Russia), still playing
  2624: VonGuk (Russia), still playing
  2625: Voth13 (Canada), still playing
  2626: VovaS13 (Moldova), still playing
  2627: Vulgo Choco (Brazil), still playing
  2628: Vyckaaa (Lithuania), still playing
  2629: Vytzerah (Brazil), still playing
  2630: W.He1seNb3rG (Malta), still playing
  2631: W04ell94 (Czech Republic), still playing
  2632: WALL4S (Vietnam), still playing
  2633: WESLEY104 (Brazil), still playing
  2634: WHYME STILL (Canada), still playing
  2635: WPTSound (Mexico), still playing
  2636: Wa2k (Netherlands), still playing
  2637: Wacker649 (Canada), still playing
  2638: Wadim1996 (Russia), still playing
  2639: Wagabond12 (Czech Republic), still playing
  2640: WagerOnGod (Romania), still playing
  2641: WagwanFam (United Kingdom), still playing
  2642: Walandis125 (Germany), still playing
  2643: WalkerSteel (United Kingdom), still playing
  2644: WarWarAAA (Russia), still playing
  2645: Wardegapl (Poland), still playing
  2646: Watt Schaut (Germany), still playing
  2647: WauwBau (Denmark), still playing
  2648: Weedopoker (Bulgaria), still playing
  2649: Weelu511 (Switzerland), still playing
  2650: Werder99 (Germany), still playing
  2651: Wernersen1 (Germany), still playing
  2652: Whre'sWally? (New Zealand), still playing
  2653: WhyRURaising (Canada), still playing
  2654: WhyTM 77 (Germany), still playing
  2655: WienerBrut (Austria), still playing
  2656: Wiesiek_ESPN (Poland), still playing
  2657: WilliamB204 (Canada), still playing
  2658: WinTheWar (Switzerland), still playing
  2659: Wing Nuts 17 (United Kingdom), still playing
  2660: Wing-Tsun (Austria), still playing
  2661: Winterds (Cambodia), still playing
  2662: Winwin Ben (Germany), still playing
  2663: WitchD0ctor (Romania), still playing
  2664: WizardOffAz (Brazil), still playing
  2665: WoOKy_Locky (Canada), still playing
  2666: WoWPorno7 (Russia), still playing
  2667: Woody finger (Poland), still playing
  2668: WormMr (Hungary), still playing
  2669: WrongOne364 (Russia), still playing
  2670: Wursti007 (Germany), still playing
  2671: X-ray peter (United Kingdom), still playing
  2672: X.L.Visscher (Greece), still playing
  2673: XAP XYH (Mongolia), still playing
  2674: XBA7 (Greece), still playing
  2675: XGladiadorX (Brazil), still playing
  2676: XIISM (Russia), still playing
  2677: XR2_KID1 (United Kingdom), still playing
  2678: XXX12312829 (China), still playing
  2679: XXXRomanuXXX (Romania), still playing
  2680: Xandefla1982 (Brazil), still playing
  2681: Xavilou (Belgium), still playing
  2682: XedarbobSC (Brazil), still playing
  2683: Xforks (Brazil), still playing
  2684: Xgolfino (Greece), still playing
  2685: Xstation (United Kingdom), still playing
  2686: XxJoaoFeraxX (Brazil), still playing
  2687: Xywark (Croatia), still playing
  2688: YIAPYIAP (Germany), still playing
  2689: YanniYankiev (Canada), still playing
  2690: Yeahbuuddy (Sweden), still playing
  2691: YerSoLucky (Ireland), still playing
  2692: YetiCara (Brazil), still playing
  2693: Yo-Jo2018 (Germany), still playing
  2694: Yorist1979 (Russia), still playing
  2695: Yoshi Smokes (Canada), still playing
  2696: YouGotChuned (Canada), still playing
  2697: Young T.I. (Switzerland), still playing
  2698: YourDead100% (Romania), still playing
  2699: YrrsiNN (Switzerland), still playing
  2700: Yuese (Belgium), still playing
  2701: YujiMatsui17 (Brazil), still playing
  2702: Yujjjanin (Russia), still playing
  2703: ZELTAMAN (Algeria), still playing
  2704: ZERGA_77 (Russia), still playing
  2705: ZLucky93 (Canada), still playing
  2706: ZMPOUTSAM140 (Greece), still playing
  2707: ZOLOTOY766 (Russia), still playing
  2708: ZaFloBa (Germany), still playing
  2709: ZacsMomma2 (Canada), still playing
  2710: Zagir888 (Russia), still playing
  2711: Zalgladis (Bulgaria), still playing
  2712: Zapahzamazki (Russia), still playing
  2713: Zareta (Brazil), still playing
  2714: ZeDurao (Brazil), still playing
  2715: ZebraOrange (Kazakhstan), still playing
  2716: ZebraUZ (Switzerland), still playing
  2717: ZecaZeca171 (Ukraine), still playing
  2718: ZeeGorgon (Czech Republic), still playing
  2719: Zelek199 (Russia), still playing
  2720: ZenGulliver (United Kingdom), still playing
  2721: Zero-Outer (Finland), still playing
  2722: Zet-King (Russia), still playing
  2723: ZingaBoy (Brazil), still playing
  2724: Zoriba900 (Brazil), still playing
  2725: Zorkas (Germany), still playing
  2726: Zottels1991 (Germany), still playing
  2727: Zsivy (Hungary), still playing
  2728: ZurasRMP (Brazil), still playing
  2729: Zutetamo (Czech Republic), still playing
  2730: Zym3r (Romania), still playing
  2731: Zé Otávio65 (Brazil), still playing
  2732: [Esmone_PT] (Malta), still playing
  2733: [Ro]Cristy (Romania), still playing
  2734: [Seinfall] (Russia), still playing
  2735: _HelioJr10_ (Brazil), still playing
  2736: _Saout_01 (Austria), still playing
  2737: _WaPetry_ (Brazil), still playing
  2738: ___MrX___395 (Belgium), still playing
  2739: _m0ney2_89 (Russia), still playing
  2740: _mayk1nz (Brazil), still playing
  2741: a10triumph (United Kingdom), still playing
  2742: aaarne (Denmark), still playing
  2743: abarn1 (Sweden), still playing
  2744: abbie247face (United Kingdom), still playing
  2745: abby.jean.09 (Canada), still playing
  2746: abouMawzeh (Canada), still playing
  2747: absint90 (Romania), still playing
  2748: ace invaider (United Kingdom), still playing
  2749: acefeatriver (Denmark), still playing
  2750: acenjack95 (United Kingdom), still playing
  2751: aces1096 (Canada), still playing
  2752: aceski888 (Germany), still playing
  2753: ache1983 (Germany), still playing
  2754: acurakevin (Chile), still playing
  2755: adalcioa (Brazil), still playing
  2756: adam.v4 (Canada), still playing
  2757: adamas30 (Romania), still playing
  2758: adametes (Brazil), still playing
  2759: adamowich (Sweden), still playing
  2760: adamwiebe (Canada), still playing
  2761: addy8404 (Romania), still playing
  2762: ade messi (Switzerland), still playing
  2763: adeboll (Brazil), still playing
  2764: adhar78 (Serbia), still playing
  2765: adidas198173 (Belarus), still playing
  2766: adsp.a (Brazil), still playing
  2767: aek aek aek (Greece), still playing
  2768: aetos15 (United Kingdom), still playing
  2769: affRonnie (Brazil), still playing
  2770: afflynn2000 (United Kingdom), still playing
  2771: aga21604 (F.Y.R.O.M), still playing
  2772: agente069 (Poland), still playing
  2773: agge23 (Mongolia), still playing
  2774: agibomba81 (Germany), still playing
  2775: agnosticEmi (Canada), still playing
  2776: agvolpee (Brazil), still playing
  2777: ahaha33 (Lithuania), still playing
  2778: ahm5 (Poland), still playing
  2779: ailton_lemos (Brazil), still playing
  2780: airelleRoug (Russia), still playing
  2781: ajetopatamat (Czech Republic), still playing
  2782: ajlamers (Canada), still playing
  2783: akakadas321 (Lithuania), still playing
  2784: akichinna (Brazil), still playing
  2785: akissv7 (Greece), still playing
  2786: akshN (Germany), still playing
  2787: aladin375 (Hungary), still playing
  2788: alanzao (Brazil), still playing
  2789: albanermichi (Germany), still playing
  2790: aldo drogba (Brazil), still playing
  2791: aldo30 (United Kingdom), still playing
  2792: ale kmkz (Brazil), still playing
  2793: ale.fracari (Brazil), still playing
  2794: alealcolea (Brazil), still playing
  2795: alegrakoz (Greece), still playing
  2796: alejandroitf (Argentina), still playing
  2797: alekospap13 (Greece), still playing
  2798: aleks0555 (Albania), still playing
  2799: aleks5050 (Russia), still playing
  2800: aleks9752 (Russia), still playing
  2801: aleks_2006vs (Russia), still playing
  2802: aleksandr-ad (Russia), still playing
  2803: alemocelin96 (Brazil), still playing
  2804: alencuric (Serbia), still playing
  2805: ales2809 (Norway), still playing
  2806: alex_kyrdish (Russia), still playing
  2807: alexcostan (Romania), still playing
  2808: alexdom1963 (Switzerland), still playing
  2809: alexferbr (Brazil), still playing
  2810: alexperreard (Switzerland), still playing
  2811: alextoon1 (Serbia), still playing
  2812: alexxt7 (Romania), still playing
  2813: aleyeriale (Venezuela), still playing
  2814: algis66666 (Norway), still playing
  2815: alguemaqui (Brazil), still playing
  2816: alik18 (Canada), still playing
  2817: alim07831307 (Russia), still playing
  2818: alinshagrim (Russia), still playing
  2819: alkis3333 (Greece), still playing
  2820: all4comics (Canada), still playing
  2821: alla2106 (Ukraine), still playing
  2822: allan sheik (Brazil), still playing
  2823: allin0709 (Brazil), still playing
  2824: alpinko (Slovakia), still playing
  2825: alquimiboy (Brazil), still playing
  2826: alquimista27 (Uruguay), still playing
  2827: alshapin (Russia), still playing
  2828: amauri_gyn (Brazil), still playing
  2829: amayakgrup (Russia), still playing
  2830: amazighzlich (Morocco), still playing
  2831: ameliaroy007 (Canada), still playing
  2832: amigomingo (Finland), still playing
  2833: amspok (Ireland), still playing
  2834: and playy (Brazil), still playing
  2835: anddovis (Ireland), still playing
  2836: andishauna (Germany), still playing
  2837: andolini212 (Norway), still playing
  2838: andpatsias (United Kingdom), still playing
  2839: andre8260 (Germany), still playing
  2840: andreagringo (Belgium), still playing
  2841: andreasote23 (Cyprus), still playing
  2842: andrei1734 (Russia), still playing
  2843: andrei26989 (United Kingdom), still playing
  2844: andrew_flash (Germany), still playing
  2845: andrewteam (Czech Republic), still playing
  2846: andreytert (Ukraine), still playing
  2847: andru.kras (Russia), still playing
  2848: andréléo (Brazil), still playing
  2849: andy.dwg (United Kingdom), still playing
  2850: andydoc0 (United Kingdom), still playing
  2851: anenstef (Belgium), still playing
  2852: angelchankov (Bulgaria), still playing
  2853: angelomagno (Brazil), still playing
  2854: angelsword12 (Greece), still playing
  2855: angi1976 (Belgium), still playing
  2856: anisoropos13 (Greece), still playing
  2857: anitandrade (Brazil), still playing
  2858: anjuli777 (Germany), still playing
  2859: anon1964 (Denmark), still playing
  2860: ansdiop (Sweden), still playing
  2861: ansia171717 (United Kingdom), still playing
  2862: antares1968 (Switzerland), still playing
  2863: ante799 (Sweden), still playing
  2864: antekk1337 (Poland), still playing
  2865: anth0nypappa (Hungary), still playing
  2866: anton_delro (Philippines), still playing
  2867: antonioVito (Germany), still playing
  2868: antonioscy (Cyprus), still playing
  2869: apostolis20 (Cyprus), still playing
  2870: app96 (Brazil), still playing
  2871: arash1101 (Germany), still playing
  2872: arianara66 (Greece), still playing
  2873: arisgalis (Greece), still playing
  2874: armadajp (Canada), still playing
  2875: arnogrinhofs (Latvia), still playing
  2876: arnošt124 (Czech Republic), still playing
  2877: arrastaetraz (Brazil), still playing
  2878: arre86 (Sweden), still playing
  2879: arrudaneto (Brazil), still playing
  2880: arsendark10 (Russia), still playing
  2881: arthurhrs (Brazil), still playing
  2882: arthurziinho (Brazil), still playing
  2883: artuan1 (Lithuania), still playing
  2884: aryan.grinko (Ukraine), still playing
  2885: asbenfica1 (Brazil), still playing
  2886: asd42unnamed (Finland), still playing
  2887: asdmax (Russia), still playing
  2888: aseefo (United Kingdom), still playing
  2889: ashleypatel (United Kingdom), still playing
  2890: asker444 (Russia), still playing
  2891: asmshoji (Brazil), still playing
  2892: asroma-luca (Sweden), still playing
  2893: ataman -vogd (Ukraine), still playing
  2894: athompson96 (United Kingdom), still playing
  2895: atila211987 (Croatia), still playing
  2896: aurimelis (Lithuania), still playing
  2897: av777 (Switzerland), still playing
  2898: avithechavy (United Kingdom), still playing
  2899: awol987 (United Kingdom), still playing
  2900: axastos1504 (Greece), still playing
  2901: axid69 (Canada), still playing
  2902: axlhehe (Sweden), still playing
  2903: aydin2 (United Kingdom), still playing
  2904: azamat1 (Russia), still playing
  2905: azevedo45 (Brazil), still playing
  2906: b0rnew0lf (Netherlands), still playing
  2907: baKKuri (Brazil), still playing
  2908: babanu fane (Romania), still playing
  2909: babymaud (Canada), still playing
  2910: bacooo (Croatia), still playing
  2911: baddexter24 (Switzerland), still playing
  2912: bahia.it (Switzerland), still playing
  2913: baksus77 (Switzerland), still playing
  2914: bal-bruno (Brazil), still playing
  2915: baldur13 (New Zealand), still playing
  2916: baldymc (Ireland), still playing
  2917: baller2gambler (Denmark), still playing
  2918: balschi (Germany), still playing
  2919: bananero17 (Uruguay), still playing
  2920: baochau0708 (United Kingdom), still playing
  2921: baranguney (Cyprus), still playing
  2922: barcelona bl (Finland), still playing
  2923: barcombe (United Kingdom), still playing
  2924: bardeq (Poland), still playing
  2925: barilochesex (Argentina), still playing
  2926: bartels30 (Denmark), still playing
  2927: basilda8660 (Belgium), still playing
  2928: batataxpp (Brazil), still playing
  2929: baulbabla (Russia), still playing
  2930: baumanis (United Kingdom), still playing
  2931: bauruzito (Brazil), still playing
  2932: bazza2626 (United Kingdom), still playing
  2933: bbsharkk83 (Brazil), still playing
  2934: bcbobo22 (United Kingdom), still playing
  2935: bcg4 (New Zealand), still playing
  2936: bcpgamer (Brazil), still playing
  2937: bdei (Romania), still playing
  2938: bdeutza (Romania), still playing
  2939: bebesas (Romania), still playing
  2940: bebina9 (Romania), still playing
  2941: beckan116 (Brazil), still playing
  2942: beef2020 (United Kingdom), still playing
  2943: beerwurst (Germany), still playing
  2944: beerzly (Canada), still playing
  2945: beetlepoker (Brazil), still playing
  2946: begood9999 (Brazil), still playing
  2947: behindme93 (Romania), still playing
  2948: belfast357 (United Kingdom), still playing
  2949: belosi (Estonia), still playing
  2950: belske11 (Belgium), still playing
  2951: ben5623 (Canada), still playing
  2952: benfried (Germany), still playing
  2953: benny ned (Netherlands), still playing
  2954: benzoe2 (Norway), still playing
  2955: bergeroo (Germany), still playing
  2956: bertaCalls (Brazil), still playing
  2957: bet121995 (Russia), still playing
  2958: beta_borac (Croatia), still playing
  2959: betothome00 (Brazil), still playing
